Name,Glasanteil_Süd_[%],Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR]
r2n10058,16.63,82.15,8.848,U=0.6 g=23%,none,0.1432,2240.9,2000,r2n10058,7.532,1.314,27994.3,82543.6,13550,222351.4,32917.8,558556.8
r2n10059,2.421,92.61,68.13,U=0.6 g=18%,roller,0.105,2511.8,2000,r2n10059,7.635,1.865,30362.6,102417.2,12145.3,245527.4,35412.8,595206.8
r2n10060,65.55,55.25,37.49,U=1.1 g=34%,roller,0.1673,2889.9,2060 Warm,r2n10060,7.31,1.665,47960.6,70758.3,13155.2,219323.7,33355.5,593082.6
r2n10061,58.67,64.14,3.865,U=0.3 g=20%,none,0.1479,2997.9,2060,r2n10061,7.372,1.383,36812,73034.6,13954.8,216799.2,32714.7,583281.2
r2n10062,28.86,21.26,20.08,U=0.6 g=23%,screen,0.1494,664,2060 Warm,r2n10062,7.325,0.6089,38021,61648,21247,216791.2,33659.5,478788.1
r2n10063,13.23,37.65,37.77,U=0.6 g=18%,roller,0.1822,1774.4,2060 Warm,r2n10063,7.325,0.8249,39685.3,61183.9,17597.2,210654.1,32600.3,517154.7
r2n10064,16.57,97.61,14.96,U=0.3 g=20%,none,0.1216,2194.8,2060 Warm,r2n10064,7.41,1.566,52325.6,81567.9,12392,233779.9,35043.5,613437.2
r2n10065,47.83,94.78,34.11,U=0.6 g=18%,screen,0.139,2476.6,2060 Warm,r2n10065,7.389,1.977,55739.3,81735.2,11289,234045.6,35077.2,636923.2
r2n10066,47.48,79.46,41.54,U=0.6 g=18%,none,0.1125,71.84,2000,r2n10066,7.475,1.942,33387.3,96187.7,12102.7,239653.5,34879.5,585525.8
r2n10067,70.54,45.3,97.7,U=0.3 g=20%,roller,0.1277,148.8,2000,r2n10067,7.478,2.135,30377.2,94941.2,12548.7,237125.2,34530.8,573848.5
r2n10068,40.78,90.45,27.9,U=0.6 g=23%,screen,0.1143,1382.3,2000,r2n10068,7.56,1.837,31763.1,94802,11920.8,236656,34458.4,603616.8
r2n10069,96.49,18.22,58.62,U=1.1 g=34%,screen,0.1058,1151.8,2000,r2n10069,7.562,1.39,25150.6,91985.8,14689.6,234231.2,34258.6,555475.2
r2n10070,49.4,62.2,41.36,U=0.6 g=23%,none,0.1347,1556.7,2060 Warm,r2n10070,7.366,1.684,48321.7,76979,13069,226987,34209.6,583489.4
r2n10071,91.34,89.92,50.97,U=0.7 g=42%,roller,0.1898,1904.8,2060,r2n10071,7.41,2.292,48846.7,82781.2,10853.7,230340.9,34327.7,650663.5
r2n10072,23.09,47.79,33.44,U=0.3 g=20%,roller,0.13,125.2,2060,r2n10072,7.366,1.162,33147.3,76417.4,15931,222290,33416.1,496305.2
r2n10073,11.86,50.18,79.55,U=1.1 g=34%,screen,0.1844,1748.2,2060 Warm,r2n10073,7.364,1.422,43879.3,70476.3,14455.2,218871.9,33298.2,548665.9
r2n10074,93.42,32.46,57.67,U=0.6 g=23%,screen,0.1824,2876.6,2060,r2n10074,7.339,1.466,35617.5,71372.8,13920.1,213979.7,32348.5,578393.8
r2n10075,20.97,39.88,11.34,U=0.7 g=42%,none,0.1929,1153.2,2060 Warm,r2n10075,7.264,0.6834,39892.3,56179,18124.9,205616.4,32114.5,511578.7
r2n10076,63.26,76.45,78.42,U=0.6 g=23%,none,0.1805,79.23,2060,r2n10076,7.373,2.218,45402,83636.5,11561.8,230598.8,34302.4,585264.5
r2n10077,76.14,83.93,38.17,U=1.1 g=34%,roller,0.1279,919,2000,r2n10077,7.508,2.116,34385.8,93119.3,11294,235046.3,34310.1,616911.3
r2n10078,56.48,67,5.566,U=0.6 g=18%,screen,0.1752,2135.5,2060,r2n10078,7.345,1.412,37842.7,69324.3,13783.4,212574.4,32267.2,580866
r2n10079,87.66,27.5,28.98,U=0.6 g=23%,roller,0.1699,1223.1,2060 Warm,r2n10079,7.268,1.126,43850.4,64237.4,14948.1,212118.7,32608.4,549794.5
r2n10080,14.76,20.44,2.539,U=0.6 g=23%,screen,0.1396,142.9,2000,r2n10080,7.434,0.3124,22610.8,67974.6,26817,225190.5,34636.3,443245.8
r2n10081,79.97,28.25,87.82,U=0.7 g=42%,roller,0.1625,416.4,2000,r2n10081,7.463,1.581,26994.7,83180.7,13558.9,222543.8,32899.5,542380.1
r2n10082,21.35,65.8,13.71,U=0.7 g=42%,screen,0.1392,1812.6,2060 Warm,r2n10082,7.361,1.23,45281,71814.3,14652.9,221703.8,33693.4,562118.9
r2n10083,38.15,41.55,45.92,U=0.3 g=20%,none,0.1919,2577.2,2060,r2n10083,7.371,1.187,32252.3,66785.6,15352.5,208941.1,31828.3,546893.4
r2n10084,49.59,11.19,75.83,U=0.7 g=42%,none,0.1028,643.2,2060 Warm,r2n10084,7.452,1.044,39869,82645.6,17752.9,237281,35580.1,499578.2
r2n10086,21.09,4.904,45.12,U=0.6 g=18%,roller,0.1311,123.7,2060 Warm,r2n10086,7.314,0.4978,37658.2,66365.8,25359,229738.6,35583.5,433740.6
r2n10087,21.84,80.64,41.76,U=0.6 g=23%,none,0.1761,808.1,2000,r2n10087,7.502,1.66,29952.9,81858.4,12724.6,221202.4,32769.3,587122.6
r2n10088,70.22,76.47,73.7,U=0.6 g=18%,roller,0.1386,2060,2000,r2n10088,7.538,2.289,33372,94749.4,11219.5,236295.5,34398.3,613011.8
r2n10089,31.85,94.79,57.61,U=0.6 g=18%,screen,0.1076,737.2,2060 Warm,r2n10089,7.441,2.141,55344.7,90247.3,11244.9,244135.5,36174.8,623016.1
r2n10090,7.148,28.17,0.5004,U=0.6 g=18%,none,0.1344,1952.7,2060,r2n10090,7.429,0.3203,28190,65848.6,25890,224312.3,34656,488761.8
r2n10091,63.3,23.58,50.25,U=0.3 g=20%,screen,0.1384,2391.5,2060,r2n10091,7.422,1.128,30954.4,74607.8,15939.3,218774.2,32937.4,536737.6
r2n10092,71.22,67.29,12.34,U=0.3 g=20%,screen,0.1838,1554.5,2060,r2n10092,7.333,1.55,39854.5,70217.5,13196.9,213809,32414,590244.2
r2n10093,84.46,35.85,66.83,U=0.7 g=42%,none,0.1909,2123.6,2000,r2n10093,7.457,1.557,27280,77673.3,13371.7,215644.6,32122.8,550164.2
r2n10094,82.19,66.93,35.98,U=0.3 g=20%,none,0.1589,2569.1,2060 Warm,r2n10094,7.326,1.897,52619.3,75019.7,12010.4,225261,34063.4,620949.9
r2n10095,65.84,92.57,81.31,U=0.3 g=20%,none,0.1434,2980.5,2060,r2n10095,7.477,2.706,47241,91336,10736.1,239625.5,35277.6,646022.7
r2n10096,26.07,61.07,72.21,U=0.7 g=42%,screen,0.1585,894.5,2060 Warm,r2n10096,7.37,1.73,47423.9,75895.8,13197.1,225363.6,34009.1,562788
r2n10097,45.49,72.38,57.2,U=1.1 g=34%,none,0.1174,1325.8,2060 Warm,r2n10097,7.409,1.985,51086.8,84407.5,12148.6,236068.5,35217,598341.4
r2n10098,2.246,51.58,96.27,U=0.7 g=42%,none,0.1428,388.8,2060 Warm,r2n10098,7.394,1.674,44542.8,78719.4,14374.8,229202,34461.2,524492.8
r2n10099,52.28,33.66,11.35,U=1.1 g=34%,none,0.1703,1153.3,2060 Warm,r2n10099,7.275,0.8316,41158.8,60582.5,16582.1,208982.6,32351,525259
r2n10100,23.47,86.8,3.673,U=0.6 g=23%,roller,0.1538,1527,2000,r2n10100,7.509,1.389,29542.3,80751.6,13102.2,220280.7,32696.5,570393.4
r3n10001,74.93,79.13,15.66,U=0.6 g=18%,none,0.1336,522.8,2060,r3n10001,7.379,1.814,43003.6,81128.8,12298.6,227427,33943.4,594477.8
r3n10002,17.16,99.28,40.08,U=0.6 g=23%,roller,0.1322,263,2000,r3n10002,7.514,1.846,33487.8,93290.7,11845.8,235710,34414.8,606393.8
r3n10003,51.11,97.76,35.76,U=1.1 g=34%,screen,0.1874,204.2,2060,r3n10003,7.374,2.011,46914.2,80117.4,11501.3,227092.4,33967.6,604024
r3n10004,14.36,55.91,74.22,U=0.6 g=18%,roller,0.1464,417.8,2060 Warm,r3n10004,7.369,1.564,45515.6,76412.3,14006,226304.7,34134.6,535364.5
r3n10005,82.34,22.94,39.1,U=0.6 g=18%,roller,0.1393,2081.3,2060,r3n10005,7.385,1.157,32098,73164.7,15621.6,217127.2,32762.6,544581
r3n10006,66.28,70.8,26.79,U=1.1 g=34%,none,0.1243,2474.8,2060 Warm,r3n10006,7.366,1.795,51167.5,79631.5,12333.3,230616.5,34638.2,612424.9
r3n10007,47.14,70.98,43.17,U=0.7 g=42%,roller,0.1375,1651.4,2000,r3n10007,7.531,1.893,29386.1,87985.4,12609.5,228141.2,33501.5,592337.8
r3n10008,99.78,20.01,60.18,U=1.1 g=34%,screen,0.11,2755.1,2000,r3n10008,7.561,1.535,25224.7,91111.5,14359.2,232613.8,34041.8,544344.3
r3n10009,58.28,84.59,45.56,U=1.1 g=34%,roller,0.1077,2657.3,2000,r3n10009,7.571,2.141,32254.7,98517,11502.2,240737.1,34879.7,623826.4
r3n10010,44.77,87.85,25.61,U=1.1 g=34%,roller,0.1705,1748.4,2000,r3n10010,7.5,1.835,32346.1,83169.3,11998.3,222928,32969.1,593898.8
r3n10011,80.75,72.83,65.48,U=1.1 g=34%,screen,0.1179,1919.4,2000,r3n10011,7.543,2.296,32977,97405.3,11358.9,239558.6,34761.3,616207.8
r3n10012,59.69,84.34,49.67,U=0.6 g=18%,screen,0.1603,2453.7,2060 Warm,r3n10012,7.368,2.101,55223.1,79470.1,11266.2,230931.7,34708.1,633495.8
r3n10013,43.51,5.473,28.98,U=0.3 g=20%,roller,0.1864,1282.9,2000,r3n10013,7.486,0.5306,21478.7,61190.6,22821,209026.6,32308.6,456252
r3n10014,81.98,26.2,10.86,U=0.7 g=42%,screen,0.1827,1309.7,2060 Warm,r3n10014,7.235,0.8773,42334.1,59108.6,16133.2,207070.5,32131.7,539232.1
r3n10015,57.27,89.15,89.34,U=1.1 g=34%,none,0.1841,489.8,2060 Warm,r3n10015,7.389,2.385,58768.3,84138.9,10509.2,237399.3,35477.2,644899.5
r3n10016,85.89,38.44,0.9722,U=0.3 g=20%,screen,0.1161,2937.7,2060,r3n10016,7.398,1.007,33412.4,77281.1,15253.1,222284.1,33343.1,567493.8
r3n10017,6.348,87.59,11.85,U=0.3 g=20%,none,0.1662,892.1,2000,r3n10017,7.504,1.307,29090.1,78875.7,13604.7,218620.7,32555.3,562542.8
r3n10018,21.5,98.05,3.97,U=0.6 g=18%,screen,0.1062,2504.6,2060,r3n10018,7.502,1.524,40599.1,88088.1,12867.7,235510.1,34811.1,600875.3
r3n10019,88.88,68.6,6.184,U=0.7 g=42%,screen,0.1159,1809.4,2060 Warm,r3n10019,7.354,1.694,52119.7,79631.4,12368.8,231251.2,34751.9,617196.4
r3n10020,47.08,57.61,70.92,U=0.6 g=18%,roller,0.1513,1972.3,2060,r3n10020,7.438,1.873,37210,80444.3,13215.1,224755.2,33522.4,575152.6
r3n10021,45.28,60.64,51.33,U=0.7 g=42%,screen,0.1994,2350,2060,r3n10021,7.379,1.66,37192,71770.1,13481.2,214623.6,32430.7,577960.9
r3n10022,56.92,96.96,9.123,U=1.1 g=34%,screen,0.1959,1984.1,2000,r3n10022,7.472,1.779,35002.7,80579.4,11558.2,220562.4,32761.3,607213.7
r3n10023,0.194,30.55,88.53,U=0.6 g=18%,none,0.1048,2066.1,2000,r3n10023,7.706,0.9922,21819.6,95970.3,17571.2,242292,35369.5,504246
r3n10024,32.81,16.28,76.03,U=1.1 g=34%,roller,0.1749,1225.5,2060,r3n10024,7.416,0.9568,29059.1,67830.7,18175.6,213389,32537,498477
r3n10025,29.06,66.89,59.11,U=0.6 g=18%,none,0.1794,2513.2,2060,r3n10025,7.422,1.692,37342.2,75744.6,13374.2,219374.7,32950.4,576065.9
r3n10026,38.14,58.7,8.504,U=0.7 g=42%,screen,0.128,1456.4,2060,r3n10026,7.426,1.255,34105.3,76212,14994.8,220929.8,33189.6,548912.2
r3n10027,8.809,55.7,2.857,U=0.7 g=42%,none,0.1577,180.3,2060 Warm,r3n10027,7.253,0.8492,42453.1,62750,17507,214063.4,33080,494124.5
r3n10028,37.26,16.7,31.4,U=0.6 g=23%,roller,0.107,989.1,2060,r3n10028,7.504,0.7082,28338.1,79613,20457,231461.6,34791.2,488758.9
r3n10029,79.18,5.884,94.93,U=0.7 g=42%,screen,0.145,1307.4,2000,r3n10029,7.56,1.424,23899.5,83301.3,15907.9,225058.5,33339.4,519913
r3n10030,90.26,76.95,78.56,U=0.6 g=18%,roller,0.1167,2997.6,2000,r3n10030,7.548,2.672,34902.6,100505.2,10741.3,243387.5,35188.6,628750.4
r3n10031,54.38,38.65,17.1,U=0.7 g=42%,roller,0.1369,1345.1,2060 Warm,r3n10031,7.34,0.9916,42521.3,69218.4,15612.5,218606.4,33355.1,539118.5
r3n10032,49.31,33.38,10.09,U=1.1 g=34%,screen,0.1556,2878.5,2060 Warm,r3n10032,7.311,0.7996,40448.6,63404.3,16895.4,212557.5,32756.2,537958
r3n10033,59.87,54.65,88.93,U=0.6 g=18%,none,0.138,2131.9,2060,r3n10033,7.454,2.249,38300.8,85354.2,12690.6,230467.8,34136.3,585530.1
r3n10034,0.8924,20.2,19.17,U=1.1 g=34%,screen,0.192,1824.9,2060,r3n10034,7.334,0.3316,27701,53612.1,27373,211736.3,33422.8,478073.2
r3n10035,92.85,64.34,56.04,U=0.3 g=20%,roller,0.1364,435.9,2060 Warm,r3n10035,7.341,2.16,54821.9,81441,11568.9,233642.1,35029.5,612713.9
r3n10036,67.35,67.01,12.04,U=0.3 g=20%,none,0.1494,927.6,2000,r3n10036,7.461,1.583,29659.9,80739.3,12961.2,220080.5,32661.7,570208.6
r3n10037,66.25,17.69,6.351,U=0.3 g=20%,none,0.1665,538.4,2000,r3n10037,7.425,0.6385,22900.1,65497.5,18403,207201.8,31624.1,478813.8
r3n10038,77.64,50.72,97.61,U=1.1 g=34%,screen,0.1427,2325.6,2060 Warm,r3n10038,7.384,2.309,50897.4,82806.3,11918.6,233584.8,34905.7,605647.9
r3n10039,24.25,94.42,15.46,U=1.1 g=34%,screen,0.1961,837.1,2060 Warm,r3n10039,7.317,1.527,53153.9,70067.8,12337.9,220121.3,33555.6,603509.5
r3n10040,1.36,13.36,38.77,U=1.1 g=34%,screen,0.1126,873.9,2060 Warm,r3n10040,7.455,0.3947,37237.8,72647,27645,241273.9,37125.3,464207
r3n10041,55.1,21.37,42.26,U=1.1 g=34%,screen,0.1823,451.9,2000,r3n10041,7.443,0.9535,23309.6,68999.4,16477.9,208261.7,31522.8,494869.9
r3n10042,41.16,86.04,45.28,U=0.6 g=18%,screen,0.1791,2266,2060 Warm,r3n10042,7.354,1.911,53651,75883.9,11688.7,226368.2,34189.8,622113.8
r3n10043,20.13,68.54,28.26,U=0.6 g=18%,roller,0.1247,220.2,2000,r3n10043,7.49,1.4,27634.2,87272.4,13967.3,228667.2,33654.7,541323.5
r3n10044,0.7084,51.35,69.04,U=0.3 g=20%,screen,0.1413,2233.5,2000,r3n10044,7.596,1.352,23792.5,85311.2,15547.3,226805.2,33484.8,524345.9
r3n10045,33.59,73.16,47.29,U=1.1 g=34%,none,0.1294,1567.8,2060,r3n10045,7.465,1.785,38422.6,83544.5,13072.1,229018.5,34027.3,577740.5
r3n10046,76.98,93.1,13.15,U=0.3 g=20%,screen,0.116,2234.4,2060 Warm,r3n10046,7.39,1.98,57287.6,84238.6,11117.2,237724.7,35527.2,650795.3
r3n10047,76.66,71.09,39.77,U=0.3 g=20%,none,0.1604,1146.9,2000,r3n10047,7.474,1.961,32251.1,84867.6,11968.9,224896.7,33179.9,594002.2
r3n10048,4.932,29.99,24.63,U=0.7 g=42%,screen,0.145,2989.5,2060,r3n10048,7.434,0.5336,28065.5,67014.1,23000,220467.8,33871.2,501635.4
r3n10049,40.89,60.99,18.48,U=0.3 g=20%,screen,0.1443,2806.9,2060 Warm,r3n10049,7.341,1.374,45967.8,71699.9,14071.7,220932.1,33565,577441.4
r3n10050,84.52,93.98,96.57,U=1.1 g=34%,screen,0.1775,1444.1,2060 Warm,r3n10050,7.427,2.608,63088.9,89035.2,9838.4,244762.9,36387.9,678549.1
r3n10051,95.21,5.891,27.26,U=0.7 g=42%,none,0.1805,663.1,2000,r3n10051,7.416,0.8005,23919.4,65734.1,17606.7,206662,31508,489323.3
r3n10052,42.07,19.72,52.29,U=0.3 g=20%,none,0.1503,570.8,2000,r3n10052,7.528,0.929,22564.8,75741.6,17267.1,217475.1,32610.7,490227.8
r3n10053,68.35,2.484,94.28,U=0.7 g=42%,none,0.1099,1629.6,2000,r3n10053,7.656,1.27,22760.4,92614.3,16817.3,237396.8,34772.8,512249.5
r3n10054,47.69,9.914,90.95,U=0.6 g=23%,roller,0.1066,2488.6,2060,r3n10054,7.541,1.115,29243.3,86891.2,17620.4,235786.3,34960.3,516501.4
r3n10055,72.1,43.17,26.53,U=0.6 g=18%,roller,0.1183,2715.7,2060,r3n10055,7.426,1.32,34133.5,80024.6,14512.5,224737.1,33554,568408
r3n10056,44.98,41.88,60.49,U=0.6 g=23%,none,0.1896,69.49,2060 Warm,r3n10056,7.244,1.342,45555.5,66765.1,14285.8,215041.9,32921.3,512799.7
r3n10057,20.05,13.47,64.52,U=0.3 g=20%,none,0.1491,2874.6,2000,r3n10057,7.613,0.7381,21129.7,76263.3,20232,222580.7,33480.9,467353.2
r3n10058,82.2,42.49,42.02,U=0.3 g=20%,screen,0.1289,1523.7,2060,r3n10058,7.403,1.534,35902.1,79441.8,13895.3,223972.9,33465.7,569339.4
r3n10059,70.58,82.76,51.74,U=0.7 g=42%,roller,0.1846,1452.1,2000,r3n10059,7.488,2.164,34636.2,86455.1,11244.6,226964.3,33418,613516.1
r3n10060,99.62,3.132,76.92,U=0.3 g=20%,screen,0.1432,799.9,2000,r3n10060,7.519,1.371,24663.6,81244.1,15786.1,222789.3,33104.2,520432.1
r3n10061,43.7,29.01,1.319,U=0.3 g=20%,screen,0.1714,944.8,2060,r3n10061,7.317,0.5923,29570.2,59636.7,18949.1,205070.5,31729.7,501472.3
r3n10062,75.39,75.48,70.27,U=0.6 g=18%,none,0.126,1495,2060 Warm,r3n10062,7.4,2.339,55661.4,86142.1,11075.9,239005.8,35598.3,630901.5
r3n10063,84.14,62.77,6.895,U=0.3 g=20%,roller,0.193,1864.2,2060,r3n10063,7.303,1.5,39939,67963.1,13292.1,211280.1,32148.8,595472
r3n10064,79.58,45.58,65.34,U=0.3 g=20%,roller,0.1158,1149.6,2000,r3n10064,7.534,1.815,28020.7,93003.4,12946.4,234056.6,34142.9,585274.7
r3n10065,34.75,92.76,87.21,U=0.6 g=18%,roller,0.1542,1042.3,2060 Warm,r3n10065,7.422,2.289,56834.5,85968.8,10803.7,239007.2,35612.8,631147
r3n10066,91.34,5.408,13.16,U=0.6 g=18%,screen,0.13,1252.8,2000,r3n10066,7.532,0.6801,22881.6,75388.4,18648,219722.5,33042.1,493769.6
r3n10067,62.63,86.05,24.11,U=0.3 g=20%,roller,0.1242,1545.7,2060 Warm,r3n10067,7.38,1.908,54687.8,81826.1,11570.5,234040,35068.4,627293.8
r3n10068,9.1,28.48,5.006,U=0.7 g=42%,none,0.1329,1950.2,2060 Warm,r3n10068,7.371,0.3951,38201.8,64073.1,25225,227021.4,35288,496037
r3n10069,25.61,13.37,94.39,U=1.1 g=34%,screen,0.1437,1533.5,2000,r3n10069,7.628,1.2,21870.1,82406.6,17980.3,226482.7,33668.3,494083.1
r3n10070,2.645,83.9,75.76,U=0.6 g=18%,screen,0.1867,604,2060,r3n10070,7.449,1.77,39999.5,79836.7,12786.6,224926.8,33603.5,564175.3
r3n10071,50.92,65.99,0.3734,U=0.7 g=42%,roller,0.1219,1396.7,2060 Warm,r3n10071,7.355,1.367,47488.2,75286.6,13803.1,225736.6,34126.7,578030.8
r3n10072,76.83,13.54,43.29,U=0.3 g=20%,screen,0.1705,1844.8,2060,r3n10072,7.346,0.9812,30630.5,65669.5,17003.1,209580.2,32035.1,527453.5
r3n10073,55.83,6.104,49.28,U=0.6 g=18%,screen,0.1966,1314.2,2000,r3n10073,7.488,0.7608,22051.8,64636.3,19317,207283.5,31710.4,478484.9
r3n10074,24.15,25.74,90.19,U=0.6 g=23%,roller,0.1763,613.7,2000,r3n10074,7.536,1.122,23079.5,77264.6,16000.1,217362.7,32464.3,502029.7
r3n10075,40.78,51.2,60.38,U=1.1 g=34%,roller,0.1494,515.3,2000,r3n10075,7.5,1.565,26626.8,83692.7,13728,223255.5,32984.2,543833.7
r3n10076,94.27,85.71,60.62,U=1.1 g=34%,roller,0.1266,1692.6,2000,r3n10076,7.525,2.403,36987.4,97872.2,10513.1,241011.3,34982.4,639651
r3n10077,13.14,26.87,80.23,U=0.6 g=23%,screen,0.1037,1010.5,2060 Warm,r3n10077,7.499,1.025,39769,84078.7,17213.2,237995.5,35589,502910.3
r3n10078,89.88,80.13,38.23,U=0.7 g=42%,none,0.144,2840.9,2060 Warm,r3n10078,7.359,2.107,56804.3,80658.2,11066.8,232968.3,34973.9,649067.6
r3n10079,15.83,99.77,58.4,U=0.7 g=42%,roller,0.1181,2425.8,2000,r3n10079,7.604,2.05,32631.8,99043.6,11524.3,241647.3,34998.9,608841.6
r3n10080,90.2,57.74,31.31,U=0.7 g=42%,none,0.1434,2319.6,2000,r3n10080,7.478,1.802,29995.4,84252.5,12627,223973.9,33066.2,577433.2
r3n10081,29.55,20.36,40.02,U=0.6 g=18%,screen,0.1445,2280.4,2000,r3n10081,7.578,0.7585,21493.7,75293.9,19067.4,219524.3,33014.5,479364
r3n10082,77.51,85.65,22.28,U=0.3 g=20%,none,0.1108,1309.6,2060,r3n10082,7.443,1.999,44301.5,88194.6,11764.4,235876.2,34867.8,620855.9
r3n10083,60.09,72.97,49.72,U=0.3 g=20%,none,0.181,2094.1,2060 Warm,r3n10083,7.333,1.94,52603.5,74409.1,11887.9,224292.3,33940.9,616272.4
r3n10084,99.88,89.5,4.285,U=0.6 g=18%,screen,0.1614,1741.5,2060,r3n10084,7.373,1.889,47701.6,78733.4,11446.3,225780.3,33847.8,642135.1
r3n10085,55.41,94.13,99.21,U=0.6 g=23%,roller,0.1677,1440.5,2060,r3n10085,7.484,2.406,47854.6,91315.3,10605.9,239729.7,35298.1,636947.5
r3n10086,30.26,79.47,18.54,U=0.6 g=18%,screen,0.1152,792.6,2060 Warm,r3n10086,7.392,1.547,49553,80908.4,13005.9,232417.9,34854.4,583179.1
r3n10087,36.57,78.52,21.68,U=0.6 g=18%,none,0.1444,2830.8,2060 Warm,r3n10087,7.355,1.591,49876.3,75215,12778.7,225242.4,34044,603070.1
r3n10088,47.18,57.2,4.647,U=0.6 g=23%,roller,0.1013,1684.1,2060,r3n10088,7.477,1.255,33987.2,84425.4,14870.5,230668.9,34249.5,558639.6
r3n10089,54.93,85.53,6.16,U=0.3 g=20%,none,0.1837,2757.9,2000,r3n10089,7.468,1.692,32031.7,78291.8,12237.8,217214.8,32352.3,581880.7
r3n10090,50.41,52.4,39.07,U=0.3 g=20%,screen,0.1246,1490.4,2060 Warm,r3n10090,7.379,1.526,45999.4,77403.7,13805.2,227443,34255.8,566726.2
r3n10091,36.75,37.03,24.64,U=0.6 g=23%,screen,0.1689,1787.4,2060,r3n10091,7.375,0.8857,30627.6,65582.9,16707.3,208935.2,31927.2,525630.4
r3n10092,44.21,65.77,68.92,U=0.6 g=18%,screen,0.1484,2788.7,2000,r3n10092,7.543,1.886,28875.4,88970.3,12526.5,228887.8,33553.2,588973.6
r3n10093,32.44,62.36,68.2,U=0.6 g=18%,screen,0.1611,2301.9,2000,r3n10093,7.538,1.764,27617.8,85302.7,13083.2,224653.8,33100.5,563066.4
r3n10094,18.98,79.83,31.6,U=1.1 g=34%,none,0.1661,2013.8,2060 Warm,r3n10094,7.349,1.534,49252.7,72429.7,13053.9,221958.9,33687.8,589790.6
r3n10095,9.356,41.05,99.27,U=0.6 g=18%,screen,0.1911,1736.5,2000,r3n10095,7.554,1.234,24041.3,79818,14921,219113.3,32565.2,526721.4
r3n10096,96.38,38.37,52.05,U=0.6 g=23%,none,0.1848,713.3,2000,r3n10096,7.415,1.55,28699.8,77031.4,13229.2,215454.8,32142.2,556579.7
r3n10097,45.16,70.65,25.07,U=0.6 g=23%,screen,0.1699,2473.8,2000,r3n10097,7.489,1.583,28744.7,79304.6,13045.2,217931.5,32396.3,563303.7
r3n10098,30.87,23.96,57.94,U=0.6 g=23%,none,0.1144,2696.3,2060,r3n10098,7.519,0.9945,28887.6,81643.1,17529.8,228994.5,34181.2,517522.1
r3n10099,94.98,4.874,60.75,U=1.1 g=34%,screen,0.1996,1771.7,2060 Warm,r3n10099,7.264,1.028,41406.6,61234.3,16450.6,209684.1,32422.5,536590.8
r3n10100,14.28,93.45,7.101,U=0.6 g=18%,none,0.13,2619.6,2060 Warm,r3n10100,7.388,1.423,50731.8,77904.4,12940.5,229336.8,34553.1,605789.2
r3n10101,75.39,17.4,68.13,U=0.3 g=20%,screen,0.1235,1484.7,2060,r3n10101,7.442,1.27,31675.1,80086.1,15656.9,225397.3,33667,533027.4
r3n10102,21.49,92.16,46.68,U=0.7 g=42%,screen,0.1056,326.3,2060,r3n10102,7.471,1.878,41985.3,92656.8,12301,240903.7,35396.6,580516.7
r3n10103,81.07,79.38,15.38,U=0.6 g=23%,screen,0.1677,1052.3,2060 Warm,r3n10103,7.311,1.857,55191,73581.8,11702.6,224496.7,34046.3,623176
r3n10104,87.1,32.52,20.54,U=0.6 g=23%,none,0.1323,1474,2060,r3n10104,7.371,1.165,33656.9,73881.8,15066.4,217946.9,32849.7,551572.2
r3n10105,90.88,24.62,58.16,U=1.1 g=34%,none,0.1133,997.3,2060 Warm,r3n10105,7.38,1.449,44760.9,79795.4,14243,230404.5,34587.1,552944.9
r3n10106,41.66,30.05,65.86,U=0.7 g=42%,screen,0.1802,637.3,2000,r3n10106,7.487,1.165,23854.3,74666.4,15267.5,213327.4,31958.1,513131.3
r3n10107,66.21,25.84,4.843,U=0.3 g=20%,none,0.1511,1473.6,2060,r3n10107,7.343,0.7414,30506.6,65086.8,17498.6,209678,32101.2,522121.3
r3n10108,6.723,71.82,14.01,U=0.6 g=23%,roller,0.1364,1295.3,2000,r3n10108,7.547,1.177,25892.6,82024.3,14889.1,222863.8,33052.7,542097.7
r3n10109,21.46,81.8,19.18,U=1.1 g=34%,roller,0.1127,367.6,2060,r3n10109,7.439,1.491,38521.1,85232.5,13534,231973.8,34415.8,557457.3
r3n10110,71.04,81.72,32.04,U=0.6 g=18%,roller,0.1377,1644,2060 Warm,r3n10110,7.363,2.016,54971.8,80005.2,11465.3,231783.4,34816.2,629181.3
r5n10001,40.01,96.68,53.69,U=0.7 g=42%,roller,0.1547,460.1,2000,r5n10001,7.511,2.119,35126.9,91992.3,11166.9,233881.3,34195.6,611026.7
r5n10002,74.67,63.74,94.35,U=0.3 g=20%,screen,0.1326,1416.5,2060 Warm,r5n10002,7.4,2.496,53810.7,86215,11359.2,238486.6,35499.4,617085
r5n10003,14.8,29.17,39.88,U=0.7 g=42%,roller,0.1712,1936.6,2060 Warm,r5n10003,7.343,0.74,38380.2,61524.2,18946.9,212718.2,32941,506326.3
