Name,Glasanteil_Süd_[%],Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR]
r2n10058,57.77,34.4,22.48,U=0.7 g=42%,screen,0.1266,577.6,2000,r2n10058,7.396,3.991,44632.9,70062.8,8399.8,211136.1,31948.7,576950.4
r2n10059,19.16,72.96,52.24,U=1.1 g=34%,none,0.1757,2074.8,2060 Warm,r2n10059,7.574,5.948,89412.4,92261.2,6542.3,261904.4,39186.2,747298.9
r2n10060,13.43,96.89,43.76,U=1.1 g=34%,roller,0.1423,1230.6,2060,r2n10060,7.629,6.438,73934.4,109448.5,6115.3,272786.9,39705,742493.6
r2n10061,85.68,18.08,63.51,U=0.6 g=23% ,none,0.1337,1834.7,2060 Warm,r2n10061,7.188,2.409,55033.4,63364.5,10318.7,212754.8,32794.7,600208.8
r2n10062,70.2,42.89,42.33,U=0.6 g=23% ,roller,0.1978,2852,2000,r2n10062,7.328,3.096,39973,63496.8,9685.5,202625.6,30971.8,604115.6
r2n10063,12.56,70.72,49.94,U=0.6 g=18%,roller,0.1942,762.9,2060,r2n10063,7.382,1.893,44242.9,70979.4,12903.8,220179.6,33490.3,613377.5
r2n10064,23.6,15.02,56.33,U=0.6 g=18%,screen,0.1637,645.3,2000,r2n10064,7.47,0.8648,23158,67121.1,18027.5,211995.5,32346.6,507166.1
r2n10065,44.69,48.47,78.07,U=1.1 g=34%,roller,0.1267,2680.9,2060 Warm,r2n10065,7.471,5.909,71778.8,99821.7,6700.3,260854.8,38370.1,683768.7
r2n10066,4.861,48.77,32.32,U=0.3 g=20%,roller,0.1206,21.49,2060 Warm,r2n10066,7.175,2.072,50675.4,57673.9,12984.2,207983.3,32413.8,517272.3
r2n10067,52.02,59.4,10.49,U=1.1 g=34%,none,0.1015,1725.1,2060 Warm,r2n10067,7.494,5.094,83528,91799,7162.9,258927.3,38692,733246.1
r2n10068,84.61,22.49,27.71,U=0.3 g=20%,none,0.109,1667.2,2060 Warm,r2n10068,7.111,2.104,51918.2,54325.4,11740.9,202403.6,31694.1,581932.3
r2n10069,50.23,48.38,0.333,U=0.6 g=18%,roller,0.1635,2450,2060,r2n10069,7.292,1.408,39303.2,62871.5,14324,209858.5,32317.6,607797.6
r2n10070,2.023,45.96,24.3,U=0.7 g=42%,none,0.139,813.7,2060 Warm,r2n10070,7.322,3.184,75690.3,59237.1,9571.3,218758.5,34211.8,631234
r2n10071,43.69,25.18,17.23,U=0.3 g=20%,screen,0.1501,1810.2,2060,r2n10071,7.195,1.599,34511.6,50444.8,14693.2,192464.9,30238.6,539789.9
r2n10072,43.64,51.84,43.04,U=0.6 g=23% ,screen,0.1583,2531.8,2000,r2n10072,7.433,3.161,36012.5,72338,9895.2,211434.9,31813.1,604872.8
r2n10073,83.83,23.46,3.338,U=0.3 g=20%,screen,0.166,2591,2000,r2n10073,7.176,1.747,30920.6,47337.3,12821.7,183093.3,28820.2,555142.8
r2n10074,82.37,21.18,95.55,U=1.1 g=34%,screen,0.177,1198.6,2060,r2n10074,7.506,4.544,46802.2,99598,7089.9,246227.4,35772.3,626431.9
r2n10075,34.79,86.85,9.152,U=1.1 g=34%,roller,0.1639,2704.8,2060 Warm,r2n10075,7.509,5.548,84793.7,93226.8,6408.8,260069.4,38777.8,757808.9
r2n10076,75.49,62.92,91.77,U=0.7 g=42%,screen,0.1928,496.2,2060 Warm,r2n10076,7.576,7.587,111273.8,69307.5,5882,245776.5,38208.1,773857.2
r2n10077,88.66,8.811,18.59,U=0.6 g=18%,roller,0.1524,1103.4,2060,r2n10077,7.215,0.8206,34053.2,58808.6,16214.1,205150.6,31812.9,554596.2
r2n10078,35.52,35.43,86.16,U=1.1 g=34%,none,0.1683,2541.1,2000,r2n10078,7.548,4.851,46179.4,94783.3,7039.3,239825.7,35027,625233.6
r2n10079,62.83,95.16,96.09,U=0.3 g=20%,screen,0.1848,1311.2,2060,r2n10079,7.275,4.739,77900.2,53027.4,7945.1,209505.8,33072.5,743791.9
r2n10080,82.69,52.03,48.11,U=1.1 g=34%,none,0.1498,2617,2000,r2n10080,7.531,6.313,66334.6,97305.1,5926.5,252996.7,37173.7,706814.2
r2n10081,94.62,69.47,93.09,U=0.6 g=23% ,screen,0.1674,1412.1,2060 Warm,r2n10081,7.412,5.036,80748.3,76782.1,7371.7,239280.4,36424.9,751544.4
r2n10082,41.13,39.39,29.04,U=0.6 g=18%,none,0.1724,2150.6,2060,r2n10082,7.315,1.326,36900.4,63280.8,14704.6,209604.5,32238.3,583775.3
r2n10083,30.13,18.73,13.51,U=0.6 g=18%,screen,0.1727,937.5,2060 Warm,r2n10083,7.227,0.6861,40328.4,52705.7,19547,207518.5,32743.7,516767.2
r2n10084,81.66,63.81,48.3,U=0.7 g=42%,roller,0.1469,1182.7,2060,r2n10084,7.615,6.948,129432.9,61553,6362.3,247990.4,39248.4,800141.5
r2n10085,48.74,57.06,67.47,U=0.6 g=23% ,screen,0.1957,2837.2,2000,r2n10085,7.427,3.73,41198.8,72395.1,8891.1,212807.5,32054.1,629257.8
r2n10086,1.918,74.08,60.25,U=1.1 g=34%,none,0.1946,1967.4,2060 Warm,r2n10086,7.568,5.593,85572.8,91840.1,6675.7,259327.5,38760.1,731261.8
r2n10087,57.83,2.475,11.57,U=0.7 g=42%,roller,0.1167,512.4,2060 Warm,r2n10087,7.042,1.196,53287.5,53687.7,16271.6,210592.4,33211.8,525212.2
r2n10088,45.75,56.64,7.54,U=0.6 g=18%,screen,0.1611,1105,2060,r2n10088,7.315,1.584,41953,66183.6,13685,214346.6,32845.3,610203.8
r2n10089,2.236,67.71,25.17,U=1.1 g=34%,screen,0.1574,379.1,2000,r2n10089,7.526,4.276,33018.5,98986.3,7401.3,237722.1,34301.4,628355.1
r2n10090,90.97,26.39,99.75,U=0.3 g=20%,roller,0.1245,2838,2060,r2n10090,7.126,2.965,50870.4,53591.8,10075.5,197811.7,30933.5,597301.3
r2n10091,84.75,62.77,96.08,U=0.7 g=42%,screen,0.1899,1619.3,2000,r2n10091,7.543,7.776,85893.3,74868.6,5252.6,236104.2,36015.7,728526.9
r2n10092,65.67,59.69,63.77,U=0.3 g=20%,roller,0.1513,1188.6,2000,r2n10092,7.231,3.703,48780.9,53626.9,9230.1,195028.2,30432.7,603365
r2n10093,84.14,80.12,35.12,U=0.7 g=42%,screen,0.1986,776.3,2000,r2n10093,7.472,7.13,85686.4,69513.4,5405.7,229708.2,35316.5,760165.8
r2n10094,89.89,2.886,11.35,U=0.7 g=42%,screen,0.1984,861.7,2060,r2n10094,7.127,1.536,46825.3,46741,13138,192524.6,30556.9,557193.7
r2n10095,75.5,63.1,19.29,U=0.7 g=42%,none,0.115,858.5,2060 Warm,r2n10095,7.734,6.101,138439.7,60864.6,6675,253178.2,40233.9,821581.8
r2n10096,7.188,98.69,32.44,U=0.3 g=20%,none,0.1329,192,2060,r2n10096,7.262,3.33,63669.2,56436,9598.4,208107.6,32539,668748.8
r2n10097,28.93,12.29,70.25,U=0.7 g=42%,screen,0.1611,2188.1,2060,r2n10097,7.32,2.626,42105.8,61000.2,10576.1,202515.6,31159.6,534934.8
r2n10098,52.02,24.7,29.49,U=0.6 g=18%,none,0.1429,1108.5,2000,r2n10098,7.432,1.138,25579.4,70908.3,15065.4,212732.8,32164.1,541491.4
r2n10099,3.326,59.99,62.66,U=0.7 g=42%,screen,0.1152,224.4,2000,r2n10099,7.416,5.355,50209.5,80092.4,7241.5,224658.2,33534.3,584742.8
r2n10100,58.77,81.21,46.22,U=0.7 g=42%,roller,0.1692,2966.8,2060,r2n10100,7.718,7.193,135503,62478.1,6173.6,252425.7,39965.1,804549.8
r2n10101,19.43,80.94,8.683,U=0.6 g=18%,screen,0.1924,960.6,2060,r2n10101,7.355,1.62,46515.3,67614.5,12945.6,217505.2,33291.4,639791.4
r2n10102,80.61,11.57,19.93,U=0.3 g=20%,screen,0.1683,2468.4,2060 Warm,r2n10102,7.035,1.397,46312.1,43555.7,13884,189728.9,30321.6,555717.3
r2n10103,54.35,19.03,86.01,U=1.1 g=34%,none,0.1277,1212.6,2060 Warm,r2n10103,7.357,3.919,64506.3,86458.6,7804.1,242144.8,36133.4,621095.1
r2n10104,75.24,9.495,26.7,U=0.7 g=42%,roller,0.1987,383.9,2000,r2n10104,6.972,2.349,51780.4,44700.4,10017.4,187332.2,29797.7,541107.9
r2n10105,22.03,32.29,12.39,U=0.6 g=23% ,none,0.142,56.64,2060 Warm,r2n10105,7.179,1.582,46853.3,58871.8,13606.6,208273.8,32366.6,507619.7
r2n10106,61.78,41.85,69.51,U=0.3 g=20%,none,0.1304,2726.2,2060,r2n10106,7.157,3.117,49717.3,53410.4,10545.1,197737.7,30935.5,597639.5
r2n10107,51.47,18.69,87.24,U=0.6 g=23% ,screen,0.1045,390.4,2060,r2n10107,7.378,2.406,38416.3,79984.2,11279.4,224765.2,33562.4,542400
r2n10108,27.8,94.48,97.35,U=0.7 g=42%,screen,0.114,746.5,2060 Warm,r2n10108,7.675,7.913,113354.4,81310.9,5591,261176.7,39965.7,791453.4
r2n10109,21.08,34.43,53.15,U=1.1 g=34%,screen,0.1194,2240.8,2000,r2n10109,7.639,3.784,27690,104158.5,8490,242810.3,34782,594092.9
r2n10110,1.836,82.75,20.98,U=1.1 g=34%,screen,0.1333,995.1,2060 Warm,r2n10110,7.437,4.829,58175.2,98189.5,6933.2,251115.5,36763.5,666249.4
r2n10111,82.4,9.355,44.42,U=0.6 g=18%,roller,0.1143,2890.3,2060,r2n10111,7.357,0.9858,33635,72376.3,15438.6,220083.9,33357.1,570820.3
r2n10112,57.23,53.45,54.83,U=0.3 g=20%,none,0.1771,173.5,2060 Warm,r2n10112,7.067,3.254,66967.7,45951.6,9907.6,197891.3,31582.6,625379
r2n10113,58.79,85.82,79.6,U=1.1 g=34%,roller,0.1629,2655.7,2060 Warm,r2n10113,7.664,8.036,98794.2,113867.2,5453,291976.9,42770.8,812578.4
r2n10114,55.59,31.23,26.9,U=0.3 g=20%,roller,0.1346,465.4,2000,r2n10114,7.247,2.115,31096.1,55767.9,12395,192732.7,29844.1,524616.3
r2n10115,63.5,89.4,72.74,U=0.6 g=18%,screen,0.1133,1768.9,2060 Warm,r2n10115,7.435,2.876,70481.1,88412.9,9780.4,251677,37676.2,749894.7
r2n10116,68.95,0.4372,84.1,U=0.7 g=42%,roller,0.1412,966,2000,r2n10116,7.195,2.367,47830.8,59802.7,9096.9,201773.3,31126.1,541228
r2n10117,48.62,10.66,39.51,U=0.7 g=42%,screen,0.126,1639.6,2000,r2n10117,7.451,2.339,31936.1,70637.2,10799.1,208535.8,31435.8,525929.4
r2n10118,83.42,18.59,68.64,U=1.1 g=34%,screen,0.1237,1089.1,2060,r2n10118,7.516,4.051,42737.3,101092.7,7762.9,246830.8,35755.9,607167.7
r2n10119,9.207,65.35,52.3,U=0.7 g=42%,none,0.166,2900.8,2000,r2n10119,7.527,5.333,82019.2,64475.8,6996.9,224205.7,34751,630987.6
r2n10120,20.98,1.228,82.05,U=0.7 g=42%,screen,0.1033,1301.3,2000,r2n10120,7.55,1.588,27267.4,83404,12136.6,223745.5,33096,505951.1
r2n10121,28.44,79.83,76.76,U=0.6 g=18%,roller,0.105,869,2060 Warm,r2n10121,7.428,2.449,61634.9,88038.3,10816,247771.5,37008.9,689636.1
r2n10122,64.52,90.77,82.13,U=1.1 g=34%,screen,0.1999,301.4,2000,r2n10122,7.652,8.215,53650.1,136378.9,4753,291038.7,40732.3,826493.6
r2n10123,42.54,10.52,26.96,U=0.6 g=23% ,none,0.1672,412.3,2000,r2n10123,7.313,1.177,24265.9,58098.9,14602.5,195459,30138.1,491683
r2n10124,77.22,38.58,0.1702,U=0.6 g=18%,none,0.1004,127.3,2060,r2n10124,7.287,1.463,40938,77222.3,14019.5,227836.2,34341,580754.6
r2n10125,83.12,97.66,18.92,U=0.6 g=23% ,roller,0.1019,1600.8,2060 Warm,r2n10125,7.459,4.509,88889.8,78994.3,7513,247125.1,37644.7,808949.4
r2n10126,4.063,23.37,18.38,U=0.3 g=20%,screen,0.1878,2851.9,2060,r2n10126,7.218,0.9428,29380.2,45241.7,19773.7,192162.8,30616.9,507349.3
r2n10127,84.01,18.25,21.78,U=0.7 g=42%,roller,0.157,2144.6,2000,r2n10127,7.081,3.203,60767.3,50524.6,8819.9,197691.1,31166.9,592318.8
r2n10128,41.18,53.99,69.75,U=1.1 g=34%,none,0.158,934.4,2060 Warm,r2n10128,7.495,5.909,84721.5,91705,6657.8,258623.3,38645.3,725884
r2n10129,6.343,92.75,85.87,U=1.1 g=34%,screen,0.1189,2383.2,2000,r2n10129,7.718,6.882,44419.5,134895.9,5269.5,284611.5,39705.9,742221
r2n10130,80.53,71.6,33.09,U=0.7 g=42%,roller,0.1007,1688.7,2060 Warm,r2n10130,7.798,7.052,146379,67647.3,6180.3,265340.8,41846,838013.2
r2n10131,61.61,82.43,49.96,U=0.3 g=20%,none,0.1621,2831,2060,r2n10131,7.181,4.139,70134.8,49799,8966.6,202736,32129.6,696100.4
r2n10132,65.53,2.016,15.07,U=0.6 g=23% ,screen,0.1196,2869,2060,r2n10132,7.354,0.8128,30816.1,65363.8,16910,212472.1,32578,535489.2
r2n10133,86.41,9.293,19.91,U=1.1 g=34%,none,0.1449,43.58,2060,r2n10133,7.124,2.424,52958,67489.4,9691.4,215361.7,32918.4,556850
r2n10134,5.419,36.17,16.98,U=0.6 g=18%,roller,0.1343,2386.3,2060,r2n10134,7.422,0.8741,31165.5,67266.4,19200.1,219127.6,33610.6,538481
r2n10135,7.284,98.1,90.9,U=0.7 g=42%,screen,0.172,1514,2060,r2n10135,7.54,6.995,92684.7,75016.3,5870.4,241515.5,36971.7,729485.1
r2n10136,91.09,93.85,64.34,U=0.3 g=20%,none,0.151,2731.8,2060,r2n10136,7.24,4.74,85136.4,51017,7965.1,211420.3,33582,763304
r2n10137,31.81,43.86,81.14,U=0.7 g=42%,screen,0.1586,966.2,2060,r2n10137,7.362,5.377,64296.7,66657,7604.5,217389,33350.3,613169
r2n10138,56.65,10.78,44.95,U=0.7 g=42%,roller,0.1193,2811.7,2000,r2n10138,7.281,2.596,42376.6,63165.1,9978.8,204188.9,31279.1,546364.5
r2n10139,63.31,53.85,42.89,U=0.7 g=42%,none,0.1276,2707.8,2060 Warm,r2n10139,7.62,5.956,125202.7,59905.5,6888.3,244454.6,38752.9,759941.7
r2n10140,2.437,92.19,47.87,U=0.6 g=23% ,screen,0.1433,2314.3,2060,r2n10140,7.435,3.717,53752.5,77395,8996.4,226693.2,34122.4,662243.4
r2n10141,60.93,81.63,1.6,U=0.6 g=18%,none,0.1877,2863.8,2060,r2n10141,7.333,1.975,52257.5,69176.6,11785.9,220773.6,33746.4,690205.8
r2n10142,55.95,95.97,78.52,U=0.3 g=20%,roller,0.1368,2449.4,2060 Warm,r2n10142,7.327,4.744,90061.3,54097,7882.1,218062.8,34514.1,750947.6
r2n10146,68.8,81.49,17.85,U=0.7 g=42%,none,0.1479,1731,2060 Warm,r2n10146,7.975,6.609,159380.1,59183.5,6208.1,262852.6,42104.1,872283.4
r2n10147,22.69,7.025,5.381,U=0.3 g=20%,roller,0.1216,2923.9,2060,r2n10147,7.369,0.5014,28463.6,59491.1,25614,219547.2,34331.6,497991.6
r2n10148,11.75,12.37,36.33,U=0.6 g=23% ,roller,0.1782,1379.8,2060 Warm,r2n10148,7.251,0,38886.6,51466.9,18727.4,203662.4,32156.6,497013.1
r2n10149,51.59,85.13,23.95,U=0.3 g=20%,none,0.1154,378,2000,r2n10149,7.279,3.714,53620.1,59476.3,9022.9,204706,31678.1,636599.2
r2n10152,26.62,12.63,47.4,U=0.7 g=42%,none,0.1655,454.7,2060 Warm,r2n10152,7.086,2.182,56666.9,49885.6,11192.9,198833.8,31424.3,529994.8
r3n10001,83.23,29.11,80.77,U=0.7 g=42%,screen,0.1391,2719.4,2000,r3n10001,7.475,5.149,60441.1,72907.1,6654.2,220957.4,33469.3,625430.4
r3n10002,79.78,77.44,63.79,U=0.7 g=42%,roller,0.156,1622.9,2060,r3n10002,7.832,7.983,146939.8,65244.5,5860.3,262107.8,41467.2,845093.7
r3n10003,47.5,96.62,69.24,U=0.3 g=20%,screen,0.1477,1501,2000,r3n10003,7.321,4.488,60932.9,57623.6,7930.1,204861.5,31859.7,667238.7
r3n10004,49,73.03,67.51,U=0.6 g=18%,roller,0.1437,1676.9,2060 Warm,r3n10004,7.364,2.496,62380.4,79095.6,10818.8,237295.7,35877.8,690055.8
r3n10005,48.06,92.32,10.09,U=0.7 g=42%,roller,0.1642,1335.7,2060,r3n10005,7.71,6.168,134281.5,60700.7,6387.8,249905.7,39661.9,832257.9
r3n10006,37.68,75.05,98.9,U=0.6 g=18%,roller,0.1213,1825.6,2060,r3n10006,7.483,2.566,50470.8,89649.7,10883.4,243096.2,36038.5,664358.8
r3n10007,23.08,6.139,57.53,U=0.3 g=20%,screen,0.1901,2574.9,2060,r3n10007,7.212,0.9615,29289.1,46101.3,18277.4,190472.7,30243.2,496716.8
r3n10008,75.38,72.86,0.7176,U=0.3 g=20%,screen,0.2,2771.7,2060,r3n10008,7.092,3.209,61481.4,44424.7,9878.2,192616.9,30765.9,668584.1
r3n10009,32.95,35.81,12.97,U=0.7 g=42%,none,0.1074,1454,2060,r3n10009,7.286,3.228,63325.1,62713.5,9930.7,216171.3,33459.9,610859
r3n10010,28.84,17.25,64.91,U=1.1 g=34%,none,0.1597,1251.3,2000,r3n10010,7.476,2.896,32055.5,82235.6,9419.8,220297.8,32576.3,560007.2
r3n10011,47.52,97.16,70.09,U=1.1 g=34%,none,0.1712,2178.8,2000,r3n10011,7.786,7.929,85177.8,120817.4,4871.4,291138.3,42043.2,827735.2
r3n10012,57.35,30.3,91.76,U=0.6 g=23% ,none,0.1167,2188,2060,r3n10012,7.35,3.098,45271.9,74876.8,10096.5,220504.6,33224.7,595562.2
r3n10013,86.76,39.1,27.74,U=0.6 g=18%,screen,0.1851,1459.9,2060 Warm,r3n10013,7.193,1.673,54703.7,61510.2,12544,214298.7,33224.9,633909.5
r3n10014,48.07,4.742,59.62,U=0.6 g=23% ,screen,0.1611,2346.7,2060,r3n10014,7.313,1.264,31807.1,60566.5,14594.2,203035.4,31288.6,526615
r3n10015,60.86,18.77,63.87,U=1.1 g=34%,roller,0.1359,703.1,2000,r3n10015,7.47,3.616,35946.7,93687.9,8015.7,234111.5,34095.6,602541.8
r3n10016,49.82,75.42,72.13,U=1.1 g=34%,none,0.1566,1165.6,2000,r3n10016,7.672,7.379,73508.6,112512.2,5361.7,274867,39822.6,751234.6
r3n10017,60.42,10.07,47.61,U=1.1 g=34%,none,0.1985,1681.7,2060,r3n10017,7.197,2.457,44968.5,63693.3,9749.5,206027.7,31564.1,576362.7
r3n10018,43.35,3.358,29.68,U=0.7 g=42%,none,0.1333,63.16,2060 Warm,r3n10018,7.027,1.411,53086.3,51815,12624.5,201624.7,31763.3,481129.7
r3n10019,35.85,40.95,11.73,U=0.6 g=18%,roller,0.1268,1831.8,2060,r3n10019,7.386,1.24,35381.3,70328.7,15414,218590,33259.9,576380.7
r3n10020,16.4,69.28,86.78,U=0.6 g=18%,roller,0.1361,455.9,2060 Warm,r3n10020,7.376,2.237,57346.5,80999.7,11515.9,237855.3,35819.9,644023.6
r3n10021,47.35,81.23,80.08,U=0.3 g=20%,none,0.1908,1371.7,2060,r3n10021,7.198,4.179,69704.1,49568.3,8829.6,201950.5,32008.1,693928
r3n10022,5.961,59.18,33.21,U=0.6 g=18%,roller,0.1241,845.2,2060 Warm,r3n10022,7.364,1.49,49299.9,73910,14291.3,229353.8,34887.9,592622.5
r3n10023,14.48,50.35,40.51,U=1.1 g=34%,screen,0.153,333.8,2000,r3n10023,7.522,4.226,31263.1,98006.1,7813.2,236212.6,34112.7,603077.7
r3n10024,84.3,44.62,10.31,U=0.3 g=20%,roller,0.1905,371.9,2060,r3n10024,6.971,2.616,52885.4,41573.8,11073.4,186127.2,29841.9,611245.4
r3n10025,23.31,8.067,72.14,U=0.6 g=23% ,none,0.1514,2730.8,2060 Warm,r3n10025,7.307,1.337,40701.8,61085.5,14432.1,208783.6,32273.5,517362.6
r3n10026,17.9,75.75,24.82,U=0.6 g=23% ,roller,0.1486,2961,2000,r3n10026,7.474,3.123,41387.8,74849.8,9548.2,217101.9,32618.2,622899.6
r3n10027,5.896,45,12.67,U=0.3 g=20%,none,0.1931,288,2060 Warm,r3n10027,7.068,1.503,47489.2,43079.6,14126.3,190289.1,30461.3,529747.5
r3n10028,63.94,29.13,40.05,U=0.6 g=23% ,none,0.1502,1736.7,2000,r3n10028,7.353,2.461,32961.1,66245.4,10983.2,204115.2,31009.9,563078.6
r3n10029,88.31,65.72,76.23,U=0.6 g=18%,roller,0.1888,113.7,2060 Warm,r3n10029,7.303,2.59,68808.4,76594.3,10182.6,236949.1,36023.6,704177.1
r3n10030,20.99,19.04,66.82,U=0.6 g=18%,roller,0.1805,192.5,2000,r3n10030,7.402,1.007,24253.2,66576.5,16799.9,209767.2,31993.4,501254.2
r3n10031,25.64,88.53,0.1491,U=0.6 g=18%,none,0.1851,611.9,2060 Warm,r3n10031,7.293,1.712,61149.4,67185.3,11922,223982.6,34485.8,686769.6
r3n10032,8.127,76.02,9.33,U=0.3 g=20%,roller,0.1491,1127.5,2060 Warm,r3n10032,7.179,2.325,60723.4,51250,10959.5,202517.1,31969.8,632468.6
r3n10033,50.11,47.58,49.68,U=1.1 g=34%,none,0.1592,559.8,2060,r3n10033,7.424,5.188,67851.5,86214.3,7322.7,242916.6,36291.8,680173.2
r3n10034,15.4,38.5,39.3,U=0.7 g=42%,none,0.1713,758.9,2060 Warm,r3n10034,7.27,3.494,78793.8,53135,9197.7,212487.5,33597,630905.6
r3n10035,89.21,7.365,25.96,U=0.7 g=42%,none,0.1325,438.1,2000,r3n10035,7.048,2.452,56124.2,52433.4,9492.2,198441.9,31142.6,558064.9
r3n10036,78.1,59.68,97.72,U=1.1 g=34%,none,0.1425,1589.3,2060 Warm,r3n10036,7.668,7.691,104085.4,106268.5,5705.1,286316.4,42389.5,806652.3
r3n10037,83.41,21.69,54.6,U=0.6 g=23% ,none,0.1236,2064.3,2060 Warm,r3n10037,7.208,2.512,55263.9,65227.5,10341.1,215209.5,33079.1,605888.3
r3n10038,8.974,15.98,96.35,U=0.6 g=23% ,none,0.1094,565.5,2060,r3n10038,7.45,1.894,32697.2,79373.3,13502.1,224594.1,33582.4,496752
r3n10039,41.24,95.16,61.73,U=0.6 g=18%,none,0.1226,2018.2,2000,r3n10039,7.558,2.695,43789.8,95361,10200.6,244790.1,35866.9,710359.6
r3n10040,99.52,29.29,58.53,U=0.3 g=20%,roller,0.1186,2379.7,2000,r3n10040,7.223,2.843,39789.7,56440.1,10183.2,194790.9,30156.5,579712.9
r3n10041,94.57,13.34,98.09,U=0.6 g=23% ,none,0.1619,51.82,2060 Warm,r3n10041,7.128,2.491,60696.5,62616.2,9635.9,214015.4,33082.4,567888.6
r3n10042,0.5753,85.44,22.12,U=0.7 g=42%,screen,0.1889,2179.4,2060,r3n10042,7.328,4.854,69226.2,61848.9,7325.9,213968.7,33137.9,665550.9
r3n10043,2.897,22.81,77.41,U=0.6 g=23% ,screen,0.1883,871.3,2060 Warm,r3n10043,7.274,1.87,42400.6,58576,13604,205234.7,31847.4,514906.9
r3n10044,94.35,12.01,95.76,U=0.6 g=23% ,none,0.1719,1862.6,2060 Warm,r3n10044,7.155,2.366,57333.3,60351.1,9764.6,209455.8,32454.9,602830.9
r3n10045,55.26,23.93,48.25,U=0.6 g=18%,roller,0.1679,2814.7,2000,r3n10045,7.415,1.236,26176.2,68947.8,14439.2,209569.9,31761.2,544065.8
r3n10046,74.81,48.2,32.06,U=0.6 g=18%,screen,0.107,1318.5,2060 Warm,r3n10046,7.325,1.92,55229.5,77306,12197.8,233297,35311.1,644584.3
r3n10047,67.04,84.67,28.53,U=0.6 g=18%,none,0.1079,2118,2060,r3n10047,7.438,2.444,54062.5,85515.1,10977.6,240370.1,35894.3,706137.4
r3n10048,35.44,47.1,56.64,U=1.1 g=34%,roller,0.1798,1860.4,2060 Warm,r3n10048,7.383,4.895,67029.8,85098.2,7287.9,241059.6,36052.4,655318.1
r3n10049,79.37,56.48,71.71,U=0.3 g=20%,screen,0.1525,366.5,2060 Warm,r3n10049,7.163,3.877,72479.9,50563.9,9025.4,205254.6,32516.6,671286.2
r3n10050,83.24,27.48,6.724,U=0.7 g=42%,none,0.12,713.3,2000,r3n10050,7.171,3.651,69078,56171.8,8504.8,209001.6,32721,618440.5
r3n10051,13.55,32.51,14.42,U=0.6 g=23% ,screen,0.102,32.54,2000,r3n10051,7.448,1.488,26161.7,82102.9,14723.2,226147.4,33633.6,503451.4
r3n10052,67.21,87.37,51.11,U=0.7 g=42%,roller,0.1965,2705.3,2060,r3n10052,7.851,7.617,149428.6,62715.5,5871.6,260522.6,41393.7,846119.5
r3n10053,36.78,3.473,90.77,U=0.3 g=20%,none,0.133,773.1,2000,r3n10053,7.369,1.243,24261.7,61227.8,14377.5,198873.7,30489.2,471725
r3n10054,47.74,70.6,56.85,U=0.3 g=20%,roller,0.1668,1507.3,2060,r3n10054,7.168,3.722,60702.6,49838,9618.9,198295.7,31332,655144.9
r3n10055,65.4,7.603,54.18,U=1.1 g=34%,none,0.1551,982.1,2060,r3n10055,7.242,2.513,45094.8,70892.1,9556.5,214557.6,32491.8,568159.5
r3n10056,74.17,10.38,53.5,U=0.6 g=23% ,screen,0.1099,2602,2000,r3n10056,7.466,1.819,27111.5,79103,11976.3,218109.8,32445,557912.3
r3n10057,23.66,66.71,14.3,U=1.1 g=34%,none,0.1778,335.7,2060 Warm,r3n10057,7.418,4.448,83184.6,79703.5,7348.1,244268.9,37074.6,718588.1
r3n10058,75.12,40.28,36.43,U=1.1 g=34%,none,0.1656,2445.1,2000,r3n10058,7.442,4.957,56243.7,85529.1,6829.1,234177.6,34785.4,655508.6
r3n10059,16.46,79.84,0.8856,U=1.1 g=34%,roller,0.1375,1774.4,2060 Warm,r3n10059,7.45,4.455,73637.3,89857.7,7115.6,250527.9,37350.8,708530.6
r3n10060,35.27,4.449,25.53,U=0.6 g=18%,none,0.107,1236.1,2060,r3n10060,7.451,0.4717,29394.2,72040.5,24514,233464.3,35778.6,499159.6
r3n10061,61.64,63.88,43.57,U=0.3 g=20%,roller,0.1164,331.1,2060 Warm,r3n10061,7.167,3.622,69855.9,54766.3,9489.5,209647,32953.2,665630
r3n10062,14.57,81.28,5.983,U=1.1 g=34%,none,0.1023,1671.3,2060 Warm,r3n10062,7.59,4.638,86388.9,97386.3,6992.6,267164.6,39701.4,755573.1
r3n10063,53.82,35.23,36.44,U=0.6 g=18%,none,0.1533,921.1,2060,r3n10063,7.314,1.433,37808.9,66650.3,14277.4,213498.1,32654.7,576284.7
r3n10064,96.42,35.07,31.67,U=1.1 g=34%,none,0.1488,622.4,2000,r3n10064,7.378,4.887,59856.9,86948.7,6704.9,237849.8,35324.6,664453.3
r3n10065,44.63,43.26,53.33,U=0.3 g=20%,none,0.1971,384.8,2000,r3n10065,7.167,2.676,37824.7,47568.4,11106.7,184427.8,29040.1,538645.4
